,cx,cy,cz,ox,oy,oz,sx,sy,sz,pcx,pcy,pcz,pox,poy,poz,psx,psy,psz
0,2.0731337527138782,-0.48334700884601545,0.823324791158673,2.572846178978075,-1.2698054400287846,-1.276103271202451,1.216607064715862,0.8608799672953694,3.825512111958962,42.848507400116354,-66.47321285379412,-28.539045622082046,70.73894348616388,-111.46899180743796,-319.0865191559585,-113.58721705919187,177.9422896932372,347.62563802282114
1,1.9674135521749458,0.19867927126145787,0.77605290090038,3.64735734237616,-0.2419632884206558,-1.4044600702082286,-0.47770261066442443,0.7616540288370788,3.7436509477952864,54.41892072630171,1.842250025609766,-28.257943586725908,189.95558125126865,-52.41610571537981,-253.3681779444874,-244.37464957623325,50.57365243334982,281.62629361359217
2,0.23955353384041148,0.4354867412946834,-0.8900370370021459,0.10449886021249065,-0.0063308521326803716,-2.9632375422835064,0.3998331484555149,1.0635778604378192,2.0551875561294284,5.624077616230064,-13.484828281994815,-62.64204594665551,-24.884502588915993,-76.26963369597723,-357.9917848176457,19.260722271400113,89.7540097079239,420.63410727701864
3,0.5969370412722109,-1.4014984941266395,0.3423880514191515,2.1135344257933095,-2.2393359083242066,-1.8092913574547522,-1.5281762548628617,-0.33984991733842923,3.322226375024626,37.351461133835635,3.0959299312728774,-45.567967784716764,176.5396379037607,-101.40542406041718,-251.67839760375216,-213.89135361226727,98.30947539948403,297.2461585639256
4,-1.764393572701122,-0.29346894999652007,-0.6130147375364756,-2.905350540913679,0.5636293537835404,-2.7514892363815044,0.052161041835039425,-1.2239821609507793,2.3184556030068215,-75.13592866515917,-38.72331079596253,-37.07955967424985,-138.4652179166311,117.77985336102721,-274.5255957027447,213.60137115298943,-79.05664669251435,311.60498486897797
5,1.4542097927093225,0.37912764587790143,-0.46029293232670876,1.0802981676196732,1.4615576047829917,-2.574968029945407,1.7349827503745772,-1.0977986348515676,2.4777096062644506,49.6707876125095,24.001341493518673,-60.18864841863863,-62.55357445216808,155.1177119103793,-300.9860084697017,12.88306796134818,-179.11956963893797,361.1747686774382
6,-0.4441358133342513,-0.7123860622861284,-0.10705942814067382,-0.24362935416852072,-0.5869636676263532,-2.2513247553285005,-0.6042928545788786,-1.1810507287751983,2.813889197459299,-27.27457685818168,87.82962181386894,-52.23519173749056,38.02014987979013,8.757886119900775,-357.3347353162035,-10.745453097897848,-96.58751458003252,409.5698210962532
7,-0.4915346705665111,-0.5266832290159781,-1.4686916684229163,0.7073289930943129,-1.0076953733209217,-3.6280691503976756,-2.158715584663949,0.15776656039688858,1.5325208265283665,27.569671237839344,-14.831787674479612,-49.24573939996213,161.52153733775648,-64.18834668955967,-290.9988330423607,-189.09181437019512,79.02025690161133,340.2452539617388
8,0.19307083076825857,-0.15657275407465024,0.7447244702442744,1.0215984629026045,-0.3437593995118453,-1.3936772840732516,-1.0279516931822428,0.292500400970478,3.708585171467598,36.428812630200724,-54.43411342124603,-43.99144485404032,123.83298672166917,-20.867982851260738,-327.3058841475604,-160.2616566300338,75.30218201146542,371.2976836892332
9,2.253457666345334,-0.5822778195487243,-0.4762580045254575,2.4546255582866574,-1.5403580986779768,-2.579587588333349,2.0693314742113893,0.7055175623687003,2.5393596384461716,-21.59887064393084,-6.718973891660348,-65.01186089067797,34.59670719447237,-147.44635779751962,-315.75307398800453,-12.99762719108593,154.16543464645096,380.7648335649249
